lat,lng,type,road_type,dist_water,dist_hospital,building_density,time,risk
31.3160614,75.57955009999999,0,0.0,0.045542265167643176,0.0,76,0,1
31.313453600000003,75.5770772,0,0.0,0.04619468946565148,0.0,82,0,1
31.313611899999994,75.5766942,0,0.0,0.046458590803779586,0.0,83,1,2
31.324759199999995,75.5870198,0,0.0,0.04002945036983537,0.0,23,1,2
31.323415599999997,75.5689062,0,0.0,0.036825809758826406,0.0,68,0,1
31.318244099999994,75.57400969999999,0,0.0,0.0423567529137029,0.0,80,0,1
31.31833629999999,75.5773401,0,0.0,0.042828144689789516,0.0,78,0,1
31.320875499999985,75.56943649999998,0,0.0,0.03882955003744101,0.0,69,0,1
31.3342948,75.56381459999999,0,0.0,0.026045585168378526,0.0,56,1,2
31.33398010000001,75.56204719999998,0,0.0,0.026459271975088666,0.0,54,0,1
31.322946299999998,75.56594379999999,0,0.0,0.03476918060223959,0.0,65,0,1
31.3213416,75.56904779999999,0,0.0,0.03825917707051097,0.0,70,1,2
31.310082699999995,75.5829696,0,0.0,0.040145629756899844,0.0,86,0,1
31.3187831,75.58832849999999,0,0.0,0.0457363417811261,0.0,84,0,1
31.344061700000005,75.5954403,0,0.0,0.03063838153306255,0.0,10,0,1
31.329769099999996,75.56631089999999,0,0.0,0.030547361920845582,0.0,78,1,2
31.327490300000004,75.5647222,0,0.0,0.03159486924942898,0.0,76,0,1
31.3261305,75.5730414,0,0.0,0.03441149564113391,0.0,66,0,1
31.3406726,75.55928779999999,0,0.0,0.02031754673574971,0.0,59,0,1
31.3302346,75.56993999999999,0,0.0,0.030039660624803184,0.0,71,0,1
31.323663899999993,75.5743097,0,0.0,0.03703600515273243,0.0,67,0,1
31.332616699999996,75.5613614,0,0.0,0.02662607020159278,0.0,52,1,2
31.321514499999996,75.5613369,0,0.0,0.03171507702795664,0.0,49,1,2
31.3107056,75.5764318,0,0.0,0.04436348851131804,0.0,84,1,2
31.323863100000004,75.5668676,0,0.0,0.03512656693868349,0.0,68,1,2
31.32204900000001,75.5664247,0,0.0,0.035641150894526304,0.0,69,1,2
31.323125499999996,75.5704182,0,0.0,0.037163817931994705,0.0,68,0,1
31.35375609999999,75.5911111,0,0.0,0.02004479171060922,0.0,27,0,1
31.3274717,75.5663005,0,0.0,0.032840033397965505,0.0,76,1,2
31.320842000000003,75.56081849999998,0,0.0,0.03171352879256742,0.0,41,1,2
31.324226499999995,75.5665585,0,0.0,0.03468269394684167,0.0,68,0,1
31.318226899999992,75.5903988,0,0.0,0.044550964463416755,0.0,77,0,1
31.311106899999988,75.5834483,0,0.0,0.04078593185459499,0.0,94,1,2
31.3341608,75.56349279999999,0,0.0,0.026188860361137243,0.0,55,0,1
31.332587799999995,75.56276259999999,0,0.0,0.02779468842746426,0.0,59,0,1
31.358153,75.554258,0,0.0,0.01038476215593361,0.0,12,0,1
31.357281999999994,75.58587699999998,0,0.0,0.014720759074731167,0.0,25,0,1
31.359819999999996,75.59322199999998,0,0.0,0.016453030887307905,0.0,27,1,2
31.35733700000001,75.592492,0,0.0,0.01781454956579016,0.0,26,1,2
31.315725000000008,75.59002599999998,0,0.0,0.04228926276617608,0.0,86,1,2
31.312820999999996,75.58345999999999,0,0.0,0.04227641602410698,0.0,101,0,1
31.352543,75.612704,0,0.0,0.023080301326558788,0.0,3,0,1
31.32665,75.59247800000001,0,0.0,0.04127817089399796,0.0,18,1,2
31.310743100000003,75.6017823,0,0.0,0.03508385833834931,0.0,36,0,1
31.348510999999988,75.604706,0,0.0,0.028271182077716932,0.0,4,1,2
31.327505999999996,75.563457,0,0.0,0.03043952749793641,0.0,77,1,2
31.319850999999993,75.57238499999998,0,0.0,0.04057586674021603,0.0,73,1,2
31.326996999999995,75.559144,0,0.0,0.026854643296629035,0.0,58,1,2
31.323966999999996,75.56950899999998,0,0.0,0.03628645322010538,0.0,68,0,1
31.325150999999998,75.56823,0,0.0,0.03508892656640038,0.0,68,1,2
31.3281804,75.5651968,0,0.0,0.03175411178217909,0.0,78,1,2
31.339615900000002,75.5613048,0,0.0,0.020949249729920027,0.0,66,1,2
31.322202000000004,75.564521,0,0.0,0.03394374725539096,0.0,57,0,1
31.335107999999998,75.551789,0,0.0,0.01675120550333804,0.0,23,0,1
31.323271999999992,75.56802799999998,0,0.0,0.036428539724281,0.0,69,1,2
31.314216,75.574185,0,0.0,0.04417972596422554,0.0,89,1,2
31.324357099999997,75.55199139999999,0,0.0,0.022769075516135873,0.0,8,1,2
31.322229999999987,75.568656,0,0.0,0.037479673177922605,0.0,71,0,1
31.33466999999999,75.564801,0,0.0,0.02566650964666528,0.0,55,1,2
31.323857999999987,75.56558199999999,0,0.0,0.03400210868846385,0.0,66,0,1
31.324161999999998,75.57465399999998,0,0.0,0.036600643869483834,0.0,66,1,2
31.319915999999996,75.57436,0,0.0,0.04074874929583795,0.0,73,0,1
31.324086600000008,75.5676402,0,0.0,0.035705722725529056,0.0,68,1,2
31.310824,75.57555799999999,0,0.0,0.04476079969322833,0.0,84,0,1
31.31428790000001,75.5751825,0,0.0,0.04516147215494469,0.0,88,0,1
31.3296063,75.56277599999999,0,0.0,0.028972249966167405,0.0,68,0,1
31.335678699999992,75.55519249999999,0,0.0,0.019857981567366394,0.0,46,0,1
31.310040000000004,75.57420899999998,0,0.0,0.043293947115054875,0.0,77,1,2
31.32867299999999,75.564756,0,0.0,0.031158080787926014,0.0,78,0,1
31.334676400000006,75.5603211,0,0.0,0.02507804102228654,0.0,54,0,1
31.3357582,75.55071729999999,0,0.0,0.01552974225714363,0.0,19,1,2
31.327983999999997,75.565741,0,0.0,0.03233190426521083,0.0,82,1,2
31.337736000000003,75.55269699999998,0,0.0,0.016995190430347546,0.0,38,0,1
31.318561800000005,75.57203240000001,0,0.0,0.04182790252862001,0.0,78,1,2
31.33260599999999,75.563848,0,0.0,0.027733270532886028,0.0,62,1,2
31.314714999999996,75.57264599999999,0,0.0,0.042835114564548755,0.0,84,1,2
31.334386,75.56355599999999,0,0.0,0.025961641271196583,0.0,55,0,1
31.337323000000005,75.56452499999999,0,0.0,0.02301083142168804,0.0,74,0,1
31.335831600000002,75.56182769999998,0,0.0,0.02463778191230155,0.0,59,1,2
31.3107751,75.57574209999999,0,0.0,0.044828948876403624,0.0,83,1,2
31.3364815,75.5635124,0,0.0,0.023868980567448583,0.0,70,1,2
31.334535899999995,75.56086589999998,0,0.0,0.025640573960107563,0.0,54,1,2
31.312924000000002,75.57655199999999,0,0.0,0.0460707103747893,0.0,84,0,1
31.330476799999992,75.5638641,0,0.0,0.029678418327563863,0.0,69,0,1
31.326187000000004,75.566106,0,0.0,0.03339813755776392,0.0,71,0,1
31.313106000000005,75.57625499999999,0,0.0,0.045913680088916276,0.0,82,1,2
31.334702000000004,75.56361,0,0.0,0.025644070868806903,0.0,57,1,2
31.31661799999999,75.57626,0,0.0,0.044308498884964125,0.0,83,0,1
31.323242999999998,75.571044,0,0.0,0.03708440074063035,0.0,66,1,2
31.323822000000003,75.565403,0,0.0,0.033863814261737325,0.0,65,0,1
31.31027999999999,75.57635,0,0.0,0.04406892020166535,0.0,82,0,1
31.336829999999996,75.57917199999999,0,0.0,0.02573313690103047,0.0,36,0,1
31.352939899999996,75.57570709999999,0,0.0,0.010268218756995968,0.0,14,0,1
31.348790999999995,75.57275999999999,0,0.0,0.012220178573117147,0.0,41,1,2
31.356376999999995,75.58015299999998,0,0.0,0.012290583283656393,0.0,17,1,2
31.356337999999994,75.580913,0,0.0,0.013025906128925745,0.0,18,1,2
31.32834099999999,75.581133,0,0.0,0.03431407283744367,0.0,22,0,1
31.353640499999997,75.5741004,0,0.0,0.00866449568532006,0.0,14,1,2
31.344626999999992,75.575745,0,0.0,0.017217516682631204,0.0,42,0,1
31.335586999999997,75.57161099999999,0,0.0,0.024849412659464904,0.0,65,1,2
31.32934119999999,75.5851797,0,0.0,0.03511963473054714,0.0,18,0,1
31.328662,75.580859,0,0.0,0.033914953399241,0.0,23,1,2
31.356514000000008,75.58067299999999,0,0.0,0.012744574938324678,0.0,18,0,1
31.331984,75.57164599999999,0,0.0,0.02843127294886541,0.0,65,1,2
31.355608099999994,75.57616339999998,0,0.0,0.008966818409578525,0.0,15,0,2
31.326078700000004,75.58474279999999,0,0.0,0.03783178301580343,0.0,20,0,1
31.328165,75.583509,0,0.0,0.03541840731052221,0.0,20,1,2
31.32128,75.58319699999998,0,0.0,0.0416443048079578,0.0,52,1,2
31.3356274,75.5724705,0,0.0,0.024932217716290565,0.0,56,1,2
31.336824099999994,75.57666439999998,0,0.0,0.024802438597471346,0.0,41,0,1
31.339816999999993,75.57585699999998,0,0.0,0.021711868165071892,0.0,45,1,2
31.354471000000004,75.58053699999999,0,0.0,0.013361202683915923,0.0,18,0,1
31.326225399999984,75.5661166,0,0.0,0.03339129057605271,0.0,71,0,1
31.334183,75.56210569999999,0,0.0,0.026251987356069546,0.0,56,1,2
31.32557119999999,75.5696073,0,0.0,0.034685963301519004,0.0,66,1,2
31.325708099999996,75.6148682,1,0.0,0.04277099031293088,0.019879436707562398,3,1,2
31.352195300000005,75.59541009999998,1,0.0,0.023675620464408968,0.004573565090794985,25,0,1
31.316771400000007,75.590386,1,0.0,0.04316814283267889,0.0011065952105491982,79,0,1
31.315721599999993,75.5884268,1,0.0,0.042830470458111336,0.0015992036142900231,88,0,1
31.3217499,75.58136339999999,1,0.0,0.04058651647562067,0.0018928536578378928,54,1,2
31.318645599999996,75.5840994,1,0.0,0.04442771658443477,0.0027846703790672784,69,0,1
31.3360217911836,75.5836927236107,2,2.0,0.0285963214010244,0.004592400620082226,24,1,2
31.332890480015966,75.57030380159974,2,3.0,0.027408936229399446,0.0016196303791256013,66,1,2
31.33733040227156,75.57543357995473,2,1.0,0.023939242340821693,0.001330886912545817,45,0,1
31.340084234420015,75.57580504377118,2,1.0,0.021442909369639235,0.0002722382870866182,45,1,2
31.324301229048956,75.59141745469994,2,1.0,0.04263124649133721,0.002577107159973958,31,0,1
31.340062520597765,75.57587052701169,2,1.0,0.021485741381455044,0.00024589295227023293,45,0,1
31.32201461667538,75.5776165463207,2,1.0,0.03929999437841953,0.0024974426762592048,62,0,1
31.32380741770726,75.58060358495221,2,3.0,0.038394290284615766,0.003621276277359546,42,0,1
31.329625202781415,75.56882429578512,2,1.0,0.030615678282730617,0.0012712831569303587,72,1,2
31.318217476579374,75.57784915150943,2,1.0,0.04305225579847385,0.0005227355397668965,78,0,1
31.323811951134584,75.58049377537921,2,3.0,0.038355466377432944,0.0037038088366260742,42,1,2
31.34073319553243,75.58145029321462,2,1.0,0.02342171099612557,0.002216547493024725,33,0,1
31.32879737504094,75.57262894770746,2,3.0,0.031713538412528795,0.0026985809933355656,64,0,1
31.328821106194376,75.57271172255446,2,3.0,0.03170094129469325,0.002710728483507495,64,0,1
31.326139684478953,75.57596278379812,2,3.0,0.03490961673690124,0.0023715292383961898,57,0,1
31.335030384510283,75.58681404512882,2,2.0,0.03116777246531245,0.005919282422071442,24,0,1
31.32217084037668,75.58127175195798,2,3.0,0.040158275704320914,0.0021213619681562743,52,0,1
31.318598369972836,75.58943962366398,2,1.0,0.045199300545209854,0.0010285957341515674,80,0,1
31.335016444337704,75.58683204179555,2,2.0,0.03118963143099301,0.0059108909397871025,24,0,1
31.340167471617757,75.58704772517426,2,2.0,0.027339401740777963,0.002712656511896683,16,1,2
31.333746705570046,75.58129470514444,2,1.0,0.029426714210130343,0.003743338305852763,21,0,1
31.318515321256612,75.58948117989318,2,1.0,0.04510737989217428,0.0009618801805360825,80,0,1
31.333511150261014,75.58741260000001,2,2.0,0.032751090127429425,0.004730150905568295,20,0,1
31.335703500191403,75.58411485,2,2.0,0.02909097010595713,0.005069592482779979,25,1,2
31.333459700250643,75.5873583,2,2.0,0.03276178037998454,0.004659221209027438,20,0,1
31.317784517492488,75.59899616235624,2,1.0,0.04233579441354462,0.004841460264758829,49,1,2
31.336139827039734,75.5751745061594,2,2.0,0.025010404145414906,0.0016395161299469984,44,0,1
31.334843907497714,75.58665163970721,2,2.0,0.03122401888843953,0.005696173830490923,23,0,1
31.334587659128157,75.58570188969622,2,2.0,0.030893596725381903,0.005272382332718704,23,0,1
31.335181763099627,75.58450920397064,2,2.0,0.029742929472278412,0.0055859136319950575,25,1,2
31.322372686174663,75.5773284251971,2,1.0,0.03888527744875693,0.0020772659009385456,62,1,2
31.334259260814505,75.58648339782384,2,2.0,0.03160523675030526,0.0050879219914572674,22,1,2
31.335188570656765,75.58512857091428,2,2.0,0.030075474137740005,0.005847594187450649,24,0,1
31.323827194608636,75.58067064963727,2,1.0,0.03839675601527323,0.0035875683309793136,42,1,2
31.32348085110635,75.58084884227127,2,1.0,0.038781791699314644,0.0032183210391841023,44,1,2
31.334806700108345,75.5865727,2,2.0,0.03120846992877202,0.005640225211322397,23,0,1
31.32420450885581,75.587506616315,2,1.0,0.04074688167392623,0.0007380192341603394,26,0,1
31.32215617004389,75.57950272535818,2,1.0,0.039644587744662736,0.0037967537548369797,57,0,1
31.322063298165343,75.57957300239407,2,1.0,0.039753353854246144,0.003707683193517858,57,0,1
31.325598495517593,75.57849819677905,2,3.0,0.03605869778051361,0.0038030933263681534,50,1,2
31.332571031997166,75.58550775559691,2,1.0,0.03248526408671392,0.0032464496306943602,19,0,1
31.319734967218622,75.58352889756598,2,3.0,0.04320760416546476,0.001580279180984691,68,1,2
31.319672898230536,75.58340751645427,2,3.0,0.04322373919724872,0.0016208310445403468,65,0,1
31.320472583443223,75.57229391625292,2,2.0,0.03994841845396646,0.0005762610494182378,69,0,1
31.323711763072595,75.58104959802468,2,1.0,0.03862783248646195,0.0032441958764508885,43,0,1
31.32423592875216,75.57661269526834,2,1.0,0.03690909653637826,0.0015330653264283337,59,1,2
31.324118177650195,75.58321361546218,2,1.0,0.03900829935169635,0.0024863735107077496,32,0,1
31.319987042211004,75.58596778028027,2,1.0,0.043884729554588615,0.002649995177825738,70,1,2
31.31772398143348,75.59893192512155,2,1.0,0.04228285408174076,0.0048116046887785036,50,0,1
31.32019245002912,75.58606344999998,2,1.0,0.043734767111558555,0.0026677179399438003,71,0,1
31.320174900085377,75.58571169999999,2,1.0,0.0436106987449831,0.0027468094057168657,71,0,1
31.323805272392505,75.58226168459825,2,1.0,0.038951443472238056,0.0026929195229453387,38,0,1
31.324053660467314,75.58348058012338,2,1.0,0.03916947465470624,0.00238620705846347,30,1,2
31.32398884223555,75.58299195687526,2,1.0,0.03904519447132465,0.0027165914194243906,33,0,1
31.319911407919466,75.58620922205382,2,1.0,0.04405070408662384,0.0024009201932231918,71,1,2
31.32200695034118,75.58439734915599,2,1.0,0.04141127979489897,0.001403315678979067,42,1,2
31.323927631672078,75.58332319878181,2,1.0,0.03922612804848591,0.002577278132070344,33,0,1
31.34354313076687,75.57169858806341,2,1.0,0.017002338971744947,0.004189059808005055,44,0,1
31.320776376692105,75.58951239949985,2,1.0,0.04471523563497639,0.0023183550196346926,58,1,2
31.320978762810174,75.57976185334628,2,1.0,0.04084770250853404,0.0034483295052769917,64,0,1
31.321379223378873,75.57936662404464,2,1.0,0.04035459200296445,0.0036559789924504537,62,1,2
31.323654463379892,75.59617824925512,2,1.0,0.04588406224876181,0.004012391244985834,32,0,1
31.325817537619326,75.59329107327359,2,1.0,0.042428538130732385,0.001163650189465685,17,1,2
31.321056840837436,75.59275084305567,2,1.0,0.04608769021462263,0.002212698128557462,48,0,1
31.32017785532192,75.59962599996686,2,1.0,0.04465294454750935,0.0049706940989383205,29,0,1
31.32204430076639,75.58704985453932,2,1.0,0.04246752590287744,0.0027150655837323437,52,1,2
31.32326815000566,75.58617659999999,2,1.0,0.04098582992203337,0.0017129554359694354,35,0,1
31.32496695013217,75.59415084999999,2,1.0,0.04362173711458945,0.0023729905141054333,16,0,1
31.32501705025554,75.59272995,2,1.0,0.042759861938191875,0.0016522722749090632,21,1,2
31.321152500554014,75.5886707,2,1.0,0.043991123750445914,0.002393984090456873,55,1,2
31.32544150267436,75.5959420544655,2,1.0,0.04432559564898724,0.0036688062262689946,13,0,1
31.321548206294146,75.59695692869596,2,1.0,0.04633119738900788,0.002803143960191082,31,1,2
31.32182090085137,75.59321934999998,2,1.0,0.04569180355291428,0.002369840234117751,37,1,2
31.32104650056713,75.58823559999999,2,1.0,0.043887813959161116,0.002265306278914025,57,0,1
31.322094700032068,75.59103384999999,2,1.0,0.044310727114663426,0.003919587426070092,42,1,2
31.322788950552503,75.5960919,2,1.0,0.046525798409306,0.0031881019526866046,31,0,1
31.32564565020895,75.59317895,2,1.0,0.04250286472116715,0.0012247650408362142,18,1,2
31.324645000268635,75.59245435,2,1.0,0.04291229401538901,0.0020051392084533383,28,0,1
31.32283110000278,75.58613595000001,2,1.0,0.04136313345086665,0.0021210281520352018,44,1,2
31.32595359161371,75.59210407050544,2,1.0,0.04163354543146805,0.0007904479156815367,19,1,2
31.32181430052928,75.58855595,2,1.0,0.04335092382850352,0.0030397220516362178,53,0,1
31.32155055002366,75.58758434999999,2,1.0,0.043146068980636526,0.002865752755550961,58,1,2
31.32247425060375,75.58646602447683,2,1.0,0.04182696931669323,0.002351097844294987,45,1,2
31.325300700201538,75.59294074999998,2,1.0,0.04264705113396836,0.0014264457608344394,19,1,2
31.323443900563714,75.59674215000001,2,1.0,0.046393412459292904,0.0040753532954912654,31,1,2
31.32121785057252,75.5889876,2,1.0,0.04407957334687936,0.002522384419629623,54,1,2
31.32350655032046,75.59516704999999,2,1.0,0.04540052141856379,0.0036022725869860727,32,0,1
31.321572001817966,75.59235465,2,1.0,0.04544116364086038,0.002825363738761177,39,0,1
31.322613321663418,75.58310288474875,2,1.0,0.040365526287018,0.0013366391953889556,40,1,2
31.325638377741676,75.59659518510837,2,1.0,0.04458013461460515,0.004239645363707669,13,0,1
31.324732800101877,75.59489574999999,2,1.0,0.044251786542598766,0.0030856394007982625,15,1,2
31.32260120042622,75.58280175000002,2,1.0,0.040268781268197835,0.0013790551579669877,40,1,2
31.322907550324658,75.5924577,2,1.0,0.044365864164290336,0.0036960635572734052,39,1,2
31.32312880053501,75.59640555,2,1.0,0.046440573146321606,0.00363481822856295,32,1,2
31.32286790022209,75.59520795,2,1.0,0.04594254948582186,0.002978548977790188,33,1,2
31.321396550580577,75.58988674999999,2,1.0,0.0443483139115377,0.0030427400479860933,46,0,1
31.32373690076164,75.59713815,2,1.0,0.04640483966244772,0.004533511609826755,12,1,2
31.321256500630593,75.59110205,2,1.0,0.04506848673128833,0.0031101512090956317,45,1,2
31.33059931550011,75.5907450617504,2,1.0,0.03706782287556064,0.0043127911955462735,13,1,2
31.325156522870078,75.59568216174645,2,1.0,0.044389960040856255,0.003535127499107244,14,0,1
31.320420189318796,75.5840082437222,2,1.0,0.04273769249008863,0.0011821128475498635,60,1,2
31.321425641187734,75.59601754119156,2,1.0,0.04635663950446177,0.002011798633847182,35,0,1
31.32314529131854,75.58437288049392,2,1.0,0.04035306165064415,0.0022049958365089562,38,0,1
31.32108895952733,75.59138856827465,2,1.0,0.045357484784211755,0.0030283701846917565,47,0,1
31.32087173506537,75.59103905517823,2,1.0,0.04537035635566767,0.002721227520127976,52,1,2
31.321342195990358,75.59973064657943,2,1.0,0.04580329668606974,0.005259987645980455,26,1,2
31.321748144921752,75.58789077296233,2,1.0,0.0431060542837627,0.0029971814005003185,55,1,2
31.32566109098517,75.59181799375537,2,1.0,0.04171405933803856,0.0011889277869489034,19,1,2
31.321008731840692,75.59955823436039,2,1.0,0.04548653638993331,0.0050124936037873186,27,0,1
31.321281024065883,75.58682256184868,2,1.0,0.04305800650206098,0.0029167575069732454,63,0,1
31.322798078190637,75.58439087307038,2,1.0,0.040679491643209546,0.0019312934269781262,39,1,2
31.32156762114055,75.58722739288686,2,1.0,0.042973884334525966,0.002994327112514777,58,1,2
31.3234232299016,75.59471613418118,2,1.0,0.04520482249440668,0.003483666219002277,33,1,2
31.32120713252411,75.58350282886042,2,1.0,0.04182132698645443,0.00031438982317685165,50,1,2
31.325723013115894,75.59108272564133,2,1.0,0.04125545828380431,0.0016751403580927784,20,0,1
31.321954921687773,75.60009992791211,2,1.0,0.046383491167427425,0.005800159156539174,7,0,1
31.323076377445933,75.58586343957802,2,1.0,0.04102526588107418,0.002041827900183634,39,1,2
31.321604125994472,75.59101970706824,2,1.0,0.044726600497482734,0.003433828913207997,43,0,1
31.320697633600485,75.58923019597363,2,1.0,0.044652938474224205,0.002116245386588746,60,1,2
31.321557329602616,75.59174147357938,2,1.0,0.04513466007710499,0.003337572405834563,40,1,2
31.32163358540853,75.59614058067994,2,1.0,0.04654152824378421,0.0022488642743672743,34,0,1
31.32029332952934,75.59942068922483,2,1.0,0.04478715299652533,0.004772785693216859,29,1,2
31.32247325403421,75.5925230982044,2,1.0,0.044766998596804795,0.003314815242136732,37,0,1
31.322821074488395,75.58284809364227,2,1.0,0.040079933514903215,0.001580077917455892,38,0,1
31.320915313848182,75.59870220894649,2,1.0,0.0454798822972646,0.004157235481877344,27,1,2
31.319678086613308,75.58811902548001,2,1.0,0.04506311842907728,0.0009191738750196982,78,1,2
31.321142187742595,75.59969818848097,2,1.0,0.04560689691978431,0.005178660363590725,27,1,2
31.323011889572673,75.58479175569266,2,1.0,0.040641969541526386,0.002354291233313873,39,0,1
31.32496929654129,75.59414663638644,2,1.0,0.04361736070036485,0.00236835628785616,16,0,1
31.32474344082454,75.59312084505908,2,1.0,0.04320719929478985,0.0020120183049589136,24,0,1
31.322304235167312,75.58277018920633,2,1.0,0.04053534837801012,0.0011096058451254642,41,0,1
31.32083625086825,75.58891883014829,2,1.0,0.04438603523739074,0.002136332879441843,59,1,2
31.32394059474614,75.59514203043743,2,1.0,0.04503525492690523,0.0037997282799064457,33,1,2
31.325175343483803,75.59223640765764,2,1.0,0.04235081785764427,0.0014943154622300626,20,1,2
31.3242160111026,75.59419021750182,2,1.0,0.04425400017132491,0.002975901666076686,31,0,1
31.326807287032686,75.57252074820117,2,1.0,0.03367442830980823,0.0008538846428104599,67,0,1
31.321191324889888,75.57073326286057,2,1.0,0.03911234931605184,0.0006221658382507075,71,1,2
31.323634277380197,75.57128482427841,2,1.0,0.036711647186800006,0.00045945002048744895,64,1,2
31.32423035263779,75.57222970000001,2,1.0,0.03620284328792304,0.0015429678290149783,65,0,1
31.32244410616505,75.56968379368703,2,1.0,0.03781390289454753,0.0010018234329635016,73,0,1
31.329037298786332,75.57163680647948,2,1.0,0.03136049073765919,0.002076699888062828,70,0,1
31.32615973629423,75.57013930446229,2,1.0,0.03411939517051384,0.0007933496817468684,67,0,1
31.32075315042095,75.57117294999999,2,1.0,0.03957723699397343,0.0011479717408204816,68,0,1
31.32630015093447,75.57022439999999,2,1.0,0.033983395732127664,0.000955082129900915,67,1,2
31.324440481690836,75.57170761192029,2,1.0,0.03594328153565382,0.001369066536235594,65,0,1
31.319866851519016,75.5712077,2,1.0,0.04046385755509523,0.0011774067099391446,68,1,2
31.322541252048527,75.57176151055182,2,1.0,0.03783987414795588,0.0010036292041240595,69,1,2
31.32909950036241,75.56995445000001,2,1.0,0.031174154187393444,0.0011351916092705542,71,1,2
31.324321601723113,75.569602,2,1.0,0.03593476484314046,0.0003665943017037522,67,0,1
31.325039442355063,75.57232532527854,2,1.0,0.03540843635117834,0.001305055474407889,66,0,1
31.319964501280673,75.57090054999999,2,1.0,0.040346875939680595,0.0014572605035175342,67,1,2
31.32317675037083,75.57196940000001,2,1.0,0.037225686895099135,0.0009277683834831069,67,1,2
31.32688038026478,75.56978343512505,2,1.0,0.03338388229598018,0.0013209756046130003,70,0,1
31.32935742148752,75.57107434131312,2,1.0,0.03098994772483376,0.0014339359669944534,70,0,1
31.322102336166495,75.57133119075928,2,1.0,0.03824272794900211,0.0011762620937862153,69,1,2
31.3269713467311,75.57205060607602,2,1.0,0.033458193019089276,0.0012994982974149185,67,0,1
31.321836053759064,75.57185830645949,2,1.0,0.03855082152356213,0.0016256053441236528,70,1,2
31.322921062579884,75.57185747018532,2,1.0,0.037470019633062346,0.0008748585284923969,67,0,1
31.324884563369956,75.57374490332577,2,1.0,0.03574357736264798,0.001161272830414467,63,0,1
31.32041729948358,75.57016653548548,2,1.0,0.039691064679248315,0.0007740880444174348,70,1,2
31.3282708962788,75.56987923605415,2,1.0,0.03199849545008065,0.001964643622079357,71,0,1
31.322163028189404,75.57221730912686,2,1.0,0.038258465208411835,0.0015946765875370504,71,0,1
31.328793548808193,75.57062811983293,2,1.0,0.03151840096148583,0.0015969149764159874,68,0,1
31.322191349693583,75.57007660839514,2,1.0,0.03808092825020103,0.0009946464796533998,70,1,2
31.329872585484573,75.569985017493,2,1.0,0.030403443124844578,0.00036480280160280416,71,0,1
31.322082857805405,75.56906187915683,2,1.0,0.037905868708999625,0.00043172759394683445,72,1,2
31.323209244408183,75.57276663144732,2,1.0,0.03727647543180871,0.0016086554215952362,69,1,2
31.329301409067863,75.57025995043303,2,1.0,0.030988468507701712,0.0009865158870616421,72,0,1
31.320898365338756,75.57090454034194,2,1.0,0.03941497152060775,0.0008451323862459202,73,1,2
31.327340304513005,75.57112893946427,2,1.0,0.033004770376574705,0.002262991882524412,68,0,1
31.322822416090418,75.56946236335229,2,1.0,0.03742934829784889,0.0008131327228748243,72,1,2
31.322510965515615,75.57103241702686,2,1.0,0.03781394187596976,0.0007321261172722997,68,0,1
31.32043229726894,75.5714348494991,2,1.0,0.0399158554548393,0.0011138637660039364,68,0,1
31.329411408485964,75.57068101684813,2,1.0,0.030905713538334396,0.0011075875757735182,70,1,2
31.32397069335277,75.56968591771484,2,1.0,0.036288185617349415,0.00017695626206376948,69,0,1
